Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name
DasARESapo,5,15.179,44,23.547,46,0.645,41,0.897,31,-1.0,40,0.584,57,18.84,53,30.489,37,0.339,18,0.0,1,0.0001107,1,PZ37,-15.179,PZ37_DasARESapo_5
DasFARFAR2ARESholo,3,15.228,45,22.654,42,0.672,34,0.929,21,0.0,1,0.631,36,15.78,43,27.02,8,0.329,27,0.0,1,0.000123,1,PZ37,-15.228,PZ37_DasFARFAR2ARESholo_3
DasFARFAR2apo,4,15.228,45,22.654,42,0.672,34,0.929,21,0.0,1,0.631,36,15.78,43,27.02,8,0.329,27,0.0,1,0.000123,1,PZ37,-15.228,PZ37_DasFARFAR2apo_4
Yang,9,15.239,47,39.548,58,0.385,75,-1.0,84,-1.0,40,0.455,81,50.41,62,57.454,85,0.115,85,0.0,1,0.0001261,0,PZ37,-15.239,PZ37_Yang_9
Chen,9,15.349,48,21.238,38,0.723,13,0.964,2,-1.0,40,0.675,19,0.51,6,27.471,12,0.346,13,0.0,1,0.0001595,0,PZ37,-15.349,PZ37_Chen_9
SimRNA,1,15.645,49,41.363,59,0.378,77,0.0,61,-1.0,40,0.528,73,132.32,77,32.604,57,0.205,67,0.0,1,0.0002968,1,PZ37,-15.645,PZ37_SimRNA_1
Yang,8,15.702,50,26.585,50,0.591,46,0.463,52,-1.0,40,0.651,31,13.75,31,36.633,77,0.241,54,0.0,1,0.0003332,0,PZ37,-15.702,PZ37_Yang_8
DasFARFAR2apo,5,15.764,51,22.034,40,0.715,21,0.964,2,0.0,1,0.675,19,20.37,56,25.66,4,0.363,6,0.0,1,0.0003781,1,PZ37,-15.764,PZ37_DasFARFAR2apo_5
RNAComposer,4,15.769,52,28.107,51,0.561,50,0.845,42,-1.0,40,0.472,78,13.75,31,38.641,81,0.292,43,0.0,1,0.0003814,1,PZ37,-15.769,PZ37_RNAComposer_4
Yang,4,15.89,53,28.404,52,0.559,52,0.707,45,-1.0,40,0.538,72,15.27,42,36.95,78,0.261,50,0.0,1,0.0004857,0,PZ37,-15.89,PZ37_Yang_4
SimRNA,4,16.275,54,45.572,68,0.357,79,0.0,61,-1.0,40,0.495,77,132.21,76,31.36,48,0.223,62,0.0,1,0.001018,1,PZ37,-16.275,PZ37_SimRNA_4
DasFARFAR2apo,2,16.315,55,21.987,39,0.742,6,0.935,17,-1.0,40,0.704,12,13.75,31,26.379,5,0.336,22,0.0,1,0.001097,1,PZ37,-16.315,PZ37_DasFARFAR2apo_2
Xiao,1,16.498,56,32.213,56,0.512,55,0.472,50,-1.0,40,0.542,70,14.27,36,35.315,74,0.241,54,0.0,1,0.001533,1,PZ37,-16.498,PZ37_Xiao_1
Xiao,6,16.498,56,32.213,56,0.512,55,0.472,50,-1.0,40,0.542,70,14.27,36,35.315,74,0.241,54,0.0,1,0.001533,1,PZ37,-16.498,PZ37_Xiao_6
DasSWMapo,4,16.562,58,26.469,49,0.626,43,0.897,31,0.0,1,0.588,53,16.29,45,29.235,26,0.346,13,0.0,1,0.001719,1,PZ37,-16.562,PZ37_DasSWMapo_4
Xiao,2,16.773,59,31.621,55,0.53,53,0.676,47,-1.0,40,0.507,76,2.55,20,38.832,82,0.203,70,0.0,1,0.002493,1,PZ37,-16.773,PZ37_Xiao_2
Dokholyan,3,17.132,60,42.352,60,0.405,74,0.0,61,-1.0,40,0.578,63,0.52,14,32.824,59,0.204,69,0.0,1,0.004542,1,PZ37,-17.132,PZ37_Dokholyan_3
Dokholyan,2,18.633,61,54.833,76,0.34,81,0.0,61,0.0,1,0.459,80,0.51,6,32.243,54,0.188,71,0.0,1,0.03795,1,PZ37,-18.633,PZ37_Dokholyan_2
SimRNA,3,18.648,62,42.8,61,0.436,63,0.0,61,-1.0,40,0.582,61,121.12,72,29.397,28,0.205,67,0.0,1,0.03868,0,PZ37,-18.648,PZ37_SimRNA_3
Dokholyan,1,18.908,63,50.221,73,0.377,78,0.0,61,-1.0,40,0.514,75,2.06,19,32.131,52,0.235,58,0.0,1,0.05243,1,PZ37,-18.908,PZ37_Dokholyan_1
Dfold,6,19.025,64,45.277,65,0.42,68,0.0,61,0.0,1,0.562,67,120.22,69,31.214,43,0.188,71,0.0,1,0.05973,0,PZ37,-19.025,PZ37_Dfold_6
Dfold,7,19.025,64,45.277,65,0.42,68,0.0,61,0.0,1,0.562,67,120.22,69,31.214,43,0.188,71,0.0,1,0.05973,0,PZ37,-19.025,PZ37_Dfold_7
Dfold,8,19.025,64,45.277,65,0.42,68,0.0,61,0.0,1,0.562,67,120.22,69,31.214,43,0.188,71,0.0,1,0.05973,0,PZ37,-19.025,PZ37_Dfold_8
Xiao,3,19.036,67,43.875,62,0.434,64,0.0,61,-1.0,40,0.586,54,2.04,18,34.242,68,0.183,78,0.0,1,0.06044,0,PZ37,-19.036,PZ37_Xiao_3
Yang,5,19.541,68,25.665,48,0.761,2,0.802,44,-1.0,40,0.777,1,73.1,64,23.287,1,0.342,16,0.0,1,0.102,0,PZ37,-19.541,PZ37_Yang_5
Dfold,11,19.779,69,44.886,64,0.441,62,0.0,61,-1.0,40,0.579,62,103.57,66,28.59,21,0.186,76,0.0,1,0.1276,1,PZ37,-19.779,PZ37_Dfold_11
Dfold,9,20.004,70,48.447,72,0.413,73,0.0,61,0.0,1,0.578,63,153.85,82,33.803,65,0.21,65,0.0,1,0.1555,1,PZ37,-20.004,PZ37_Dfold_9
Dfold,3,21.14,71,45.873,69,0.461,60,0.0,61,0.0,1,0.613,42,152.98,81,34.381,69,0.181,80,0.0,1,0.3513,0,PZ37,-21.14,PZ37_Dfold_3
Xiao,4,21.155,72,64.49,80,0.328,82,0.0,61,0.0,1,0.464,79,0.0,1,37.021,79,0.215,63,0.0,1,0.3544,1,PZ37,-21.155,PZ37_Xiao_4
Dfold,2,21.261,73,47.564,70,0.447,61,0.0,61,-1.0,40,0.595,49,156.5,83,30.578,39,0.238,57,0.0,1,0.3765,1,PZ37,-21.261,PZ37_Dfold_2
Ding,1,21.374,74,50.943,74,0.42,68,0.0,61,0.0,1,0.585,55,9.16,24,29.416,29,0.229,59,0.0,1,0.4006,0,PZ37,-21.374,PZ37_Ding_1
SimRNA,2,21.388,75,50.975,75,0.42,68,0.0,61,0.0,1,0.585,55,128.69,75,32.955,60,0.228,60,0.0,1,0.4035,0,PZ37,-21.388,PZ37_SimRNA_2
Dfold,4,22.971,76,44.088,63,0.521,54,0.267,60,-1.0,40,0.628,38,140.23,80,31.215,47,0.15,83,0.0,1,0.7374,0,PZ37,-22.971,PZ37_Dfold_4
Yang,10,23.106,77,64.899,81,0.356,80,0.371,53,-1.0,40,0.366,82,22.43,58,34.979,72,0.149,84,0.0,1,0.7612,0,PZ37,-23.106,PZ37_Yang_10
Dokholyan,5,23.655,78,96.481,84,0.245,84,0.0,61,0.0,1,0.308,84,1.03,16,42.055,84,0.182,79,0.0,1,0.845,1,PZ37,-23.655,PZ37_Dokholyan_5
Dfold,1,23.679,79,61.45,79,0.385,75,0.0,61,-1.0,40,0.518,74,127.8,74,32.712,58,0.214,64,0.0,1,0.8482,1,PZ37,-23.679,PZ37_Dfold_1
Dokholyan,4,24.006,80,84.624,83,0.284,83,0.0,61,0.0,1,0.362,83,1.03,16,40.664,83,0.152,82,0.0,1,0.8869,0,PZ37,-24.006,PZ37_Dokholyan_4
Xiao,5,24.35,81,57.142,77,0.426,67,0.0,61,-1.0,40,0.572,66,0.51,6,34.729,71,0.163,81,0.0,1,0.9195,1,PZ37,-24.35,PZ37_Xiao_5
SimRNA,5,24.674,82,48.154,71,0.512,55,0.324,58,-1.0,40,0.594,50,134.12,79,30.698,40,0.208,66,0.0,1,0.9431,0,PZ37,-24.674,PZ37_SimRNA_5
Dfold,5,25.446,83,59.208,78,0.43,66,0.0,61,-1.0,40,0.578,63,107.2,67,34.178,67,0.226,61,0.0,1,0.9778,0,PZ37,-25.446,PZ37_Dfold_5
Zhou,1,26.083,84,176.131,85,0.148,85,-1.0,84,0.0,1,0.18,85,111.0,68,29.596,32,0.188,71,0.0,1,0.991,0,PZ37,-26.083,PZ37_Zhou_1
Dfold,10,31.956,85,73.913,82,0.432,65,0.0,61,-1.0,40,0.601,47,158.67,84,34.044,66,0.184,77,0.0,1,1.0,0,PZ37,-31.956,PZ37_Dfold_10
Chen,3,7.978,1,12.777,1,0.624,22,0.881,17,0.0,1,0.593,17,0.0,1,30.61,48,0.283,7,0.0,1,2.66e-12,0,PZ38,-7.978,PZ38_Chen_3
Chen,4,8.196,2,12.85,2,0.638,16,0.881,17,0.0,1,0.613,8,0.0,1,30.241,42,0.253,15,0.0,1,6.18e-12,0,PZ38,-8.196,PZ38_Chen_4
Chen,9,8.239,3,13.729,3,0.6,36,0.881,17,0.0,1,0.568,27,0.56,5,29.967,40,0.315,3,0.0,1,7.3e-12,0,PZ38,-8.239,PZ38_Chen_9
Chen,6,8.371,4,13.761,4,0.608,33,0.881,17,0.0,1,0.559,34,0.56,5,30.833,52,0.273,11,0.0,1,1.21e-11,0,PZ38,-8.371,PZ38_Chen_6
Szachniuk,1,8.394,5,14.387,6,0.583,44,0.846,38,0.0,1,0.531,47,13.45,44,31.242,55,0.202,40,0.0,1,1.32e-11,0,PZ38,-8.394,PZ38_Szachniuk_1
Szachniuk,2,8.504,6,14.111,5,0.603,35,0.881,17,0.0,1,0.559,34,9.65,40,27.488,12,0.24,21,0.0,1,1.99e-11,0,PZ38,-8.504,PZ38_Szachniuk_2
YangServer,5,8.732,7,14.55,8,0.6,36,0.836,44,-1.0,38,0.559,34,22.42,52,28.707,25,0.247,18,0.0,1,4.64e-11,0,PZ38,-8.732,PZ38_YangServer_5
Chen,8,8.927,8,14.431,7,0.619,26,0.881,17,0.0,1,0.568,27,1.12,8,30.064,41,0.317,2,0.0,1,9.46e-11,0,PZ38,-8.927,PZ38_Chen_8
YangServer,2,9.231,9,18.846,22,0.49,62,0.629,60,-1.0,38,0.488,65,17.94,49,27.698,14,0.195,41,0.0,1,2.81e-10,0,PZ38,-9.231,PZ38_YangServer_2
Chen,10,9.324,10,16.386,14,0.569,49,0.881,17,0.0,1,0.516,53,0.0,1,29.017,28,0.278,8,0.0,1,3.9e-10,0,PZ38,-9.324,PZ38_Chen_10
Szachniuk,3,9.436,11,15.447,11,0.611,31,0.846,38,0.0,1,0.572,26,8.41,33,31.726,58,0.219,30,0.0,1,5.75e-10,0,PZ38,-9.436,PZ38_Szachniuk_3
Chen,2,9.463,12,14.784,9,0.64,13,0.881,17,0.0,1,0.602,16,3.36,17,29.746,35,0.417,1,0.0,1,6.33e-10,0,PZ38,-9.463,PZ38_Chen_2
SimRNA,1,9.916,13,15.233,10,0.651,8,0.889,11,-1.0,38,0.606,13,119.66,58,31.356,56,0.277,10,0.0,1,2.94e-09,0,PZ38,-9.916,PZ38_SimRNA_1
RNAComposer,1,10.163,14,16.455,15,0.618,27,0.836,44,-1.0,38,0.568,27,8.41,33,31.814,59,0.233,23,0.0,1,6.63e-09,0,PZ38,-10.163,PZ38_RNAComposer_1
SimRNA,4,10.456,15,15.788,12,0.662,5,0.889,11,-1.0,38,0.62,6,166.95,68,28.093,21,0.294,5,0.0,1,1.69e-08,0,PZ38,-10.456,PZ38_SimRNA_4
SimRNA,3,10.571,16,16.376,13,0.645,10,0.763,56,-1.0,38,0.64,3,186.1,73,29.273,31,0.273,11,0.0,1,2.43e-08,0,PZ38,-10.571,PZ38_SimRNA_3
RNAComposer,5,10.792,17,19.706,26,0.548,56,0.788,52,0.0,1,0.501,61,14.01,45,32.92,63,0.298,4,0.0,1,4.81e-08,0,PZ38,-10.792,PZ38_RNAComposer_5
SimRNA,2,10.988,18,18.733,21,0.587,41,0.846,38,0.0,1,0.539,46,142.7,62,27.093,7,0.278,8,0.0,1,8.74e-08,0,PZ38,-10.988,PZ38_SimRNA_2
Chen,1,11.112,19,17.321,16,0.642,12,0.881,17,0.0,1,0.607,11,0.56,5,26.338,5,0.292,6,0.0,1,1.26e-07,0,PZ38,-11.112,PZ38_Chen_1
SoutheRNA,1,11.503,20,17.325,17,0.664,4,0.964,1,0.0,1,0.606,13,180.74,70,30.335,46,0.252,16,0.0,1,3.94e-07,0,PZ38,-11.503,PZ38_SoutheRNA_1
SimRNA,5,11.512,21,18.358,20,0.627,21,0.931,3,-1.0,38,0.553,39,166.57,67,28.347,23,0.154,72,0.0,1,4.03e-07,0,PZ38,-11.512,PZ38_SimRNA_5
DasARESApo,5,11.633,22,18.171,18,0.64,13,0.923,4,0.0,1,0.593,17,2.24,14,27.207,8,0.193,43,0.0,1,5.68e-07,0,PZ38,-11.633,PZ38_DasARESApo_5
DasFARFAR2Holo,1,11.633,22,18.171,18,0.64,13,0.923,4,0.0,1,0.593,17,2.24,14,27.207,8,0.193,43,0.0,1,5.68e-07,0,PZ38,-11.633,PZ38_DasFARFAR2Holo_1
Szachniuk,4,11.764,24,20.587,34,0.571,48,0.788,52,-1.0,38,0.515,55,5.61,26,27.746,16,0.23,25,0.0,1,8.2e-07,0,PZ38,-11.764,PZ38_Szachniuk_4
Xiao,5,11.826,25,20.567,33,0.575,47,0.629,60,0.0,1,0.61,10,17.38,48,33.631,65,0.219,30,0.0,1,9.71e-07,0,PZ38,-11.826,PZ38_Xiao_5
Ding,6,12.306,26,23.088,45,0.533,59,0.815,46,-1.0,38,0.433,70,11.77,42,36.622,70,0.161,69,0.0,1,3.52e-06,0,PZ38,-12.306,PZ38_Ding_6
DasFARFAR2Apo,3,12.314,27,19.548,25,0.63,18,0.859,34,-1.0,38,0.587,22,3.92,21,25.21,2,0.215,32,0.0,1,3.6e-06,0,PZ38,-12.314,PZ38_DasFARFAR2Apo_3
YangServer,4,12.453,28,48.729,71,0.256,74,-1.0,74,0.0,1,0.324,74,68.39,56,60.242,74,0.134,74,0.0,1,5.15e-06,0,PZ38,-12.453,PZ38_YangServer_4
YangServer,3,12.574,29,33.853,62,0.371,69,0.392,63,-1.0,38,0.405,73,33.07,55,46.459,73,0.261,14,0.0,1,7.01e-06,0,PZ38,-12.574,PZ38_YangServer_3
SoutheRNA,4,12.577,30,20.403,30,0.616,29,0.964,1,0.0,1,0.531,47,187.99,74,29.633,34,0.212,34,0.0,1,7.06e-06,0,PZ38,-12.577,PZ38_SoutheRNA_4
DasFARFAR2NNHolo,1,12.58,31,22.368,40,0.562,52,0.881,17,0.0,1,0.505,60,8.41,33,26.698,6,0.188,51,0.0,1,7.13e-06,0,PZ38,-12.58,PZ38_DasFARFAR2NNHolo_1
DasFARFAR2NNApo,3,12.623,32,20.291,29,0.622,23,0.889,11,-1.0,38,0.559,34,8.97,36,29.786,36,0.241,20,0.0,1,7.93e-06,0,PZ38,-12.623,PZ38_DasFARFAR2NNApo_3
Bujnicki,1,12.908,33,18.917,23,0.682,1,0.901,8,0.0,1,0.655,1,182.17,71,28.742,26,0.187,52,0.0,1,1.61e-05,0,PZ38,-12.908,PZ38_Bujnicki_1
DasFARFAR2NNApo,5,12.943,34,20.545,32,0.63,18,0.923,4,-1.0,38,0.566,30,3.92,21,30.321,45,0.194,42,0.0,1,1.75e-05,0,PZ38,-12.943,PZ38_DasFARFAR2NNApo_5
DasFARFAR2Apo,1,12.973,35,19.863,27,0.653,7,0.889,11,0.0,1,0.626,5,3.36,17,30.361,47,0.224,28,0.0,1,1.88e-05,0,PZ38,-12.973,PZ38_DasFARFAR2Apo_1
Ding,3,13.04,36,22.48,42,0.58,45,0.846,38,-1.0,38,0.501,61,7.85,32,33.468,64,0.171,62,0.0,1,2.21e-05,0,PZ38,-13.04,PZ38_Ding_3
SoutheRNA,3,13.073,37,19.526,24,0.67,3,0.901,8,0.0,1,0.627,4,184.83,72,25.523,3,0.262,13,0.0,1,2.39e-05,0,PZ38,-13.073,PZ38_SoutheRNA_3
DasFARFAR2Apo,4,13.11,38,22.399,41,0.585,42,0.881,17,0.0,1,0.541,44,3.36,17,27.639,13,0.166,67,0.0,1,2.61e-05,0,PZ38,-13.11,PZ38_DasFARFAR2Apo_4
DasARESApo,2,13.131,39,19.941,28,0.658,6,0.923,4,-1.0,38,0.612,9,6.73,30,29.908,37,0.191,45,0.0,1,2.74e-05,0,PZ38,-13.131,PZ38_DasARESApo_2
DasFARFAR2NNApo,4,13.23,40,21.332,35,0.62,24,0.901,8,0.0,1,0.561,33,2.24,14,27.887,19,0.233,23,0.0,1,3.46e-05,0,PZ38,-13.23,PZ38_DasFARFAR2NNApo_4
DasARESApo,3,13.272,41,20.447,31,0.649,9,0.846,38,-1.0,38,0.62,6,6.73,30,27.233,10,0.181,55,0.0,1,3.81e-05,0,PZ38,-13.272,PZ38_DasARESApo_3
Dfold,4,13.387,42,36.293,63,0.369,70,0.0,71,0.0,1,0.521,50,178.85,69,29.332,32,0.252,16,0.0,1,4.97e-05,0,PZ38,-13.387,PZ38_Dfold_4
DasFARFAR2NNApo,2,13.41,43,23.832,49,0.563,51,0.889,11,0.0,1,0.5,63,5.61,26,28.505,24,0.21,36,0.0,1,5.25e-05,0,PZ38,-13.41,PZ38_DasFARFAR2NNApo_2
Bujnicki,3,13.628,44,21.541,36,0.633,17,0.859,34,0.0,1,0.585,24,103.76,57,30.937,53,0.221,29,0.0,1,8.57e-05,0,PZ38,-13.628,PZ38_Bujnicki_3
Ding,2,13.649,45,22.01,39,0.62,24,0.788,52,-1.0,38,0.589,21,11.77,42,31.09,54,0.229,26,0.0,1,8.97e-05,0,PZ38,-13.649,PZ38_Ding_2
Bujnicki,2,13.754,46,21.832,38,0.63,18,0.788,52,-1.0,38,0.607,11,128.78,61,29.248,30,0.177,57,0.0,1,0.0001129,0,PZ38,-13.754,PZ38_Bujnicki_2
DasARESApo,4,13.774,47,22.748,43,0.606,34,0.881,17,-1.0,38,0.553,39,8.97,36,27.703,15,0.167,65,0.0,1,0.000118,0,PZ38,-13.774,PZ38_DasARESApo_4
RNAComposer,4,13.885,48,26.697,57,0.52,60,0.815,46,-1.0,38,0.436,69,20.18,50,29.189,29,0.169,64,0.0,1,0.00015,0,PZ38,-13.885,PZ38_RNAComposer_4
DasFARFAR2Apo,2,13.888,49,24.113,51,0.576,46,0.889,11,0.0,1,0.516,53,3.36,17,27.454,11,0.191,45,0.0,1,0.0001508,0,PZ38,-13.888,PZ38_DasFARFAR2Apo_2
DasFARFAR2NNApo,1,13.955,50,21.692,37,0.643,11,0.881,17,-1.0,38,0.606,13,4.48,24,27.792,17,0.247,18,0.0,1,0.0001743,0,PZ38,-13.955,PZ38_DasFARFAR2NNApo_1
Chen,7,13.971,51,22.749,44,0.614,30,0.881,17,0.0,1,0.566,30,1.68,10,31.61,57,0.204,39,0.0,1,0.0001802,0,PZ38,-13.971,PZ38_Chen_7
Ding,4,14.092,52,24.78,53,0.569,49,0.815,46,0.0,1,0.508,58,15.13,46,33.825,66,0.16,70,0.0,1,0.0002327,0,PZ38,-14.092,PZ38_Ding_4
Szachniuk,5,14.276,53,23.941,50,0.596,38,0.881,17,-1.0,38,0.523,49,9.53,38,30.666,50,0.178,56,0.0,1,0.0003391,0,PZ38,-14.276,PZ38_Szachniuk_5
DasFARFAR2Apo,5,14.305,54,23.418,48,0.611,31,0.85,37,-1.0,38,0.556,38,5.04,25,25.836,4,0.185,54,0.0,1,0.0003598,0,PZ38,-14.305,PZ38_DasFARFAR2Apo_5
Xiao,4,14.324,55,24.203,52,0.592,39,0.74,57,-1.0,38,0.587,22,1.68,10,32.126,60,0.211,35,0.0,1,0.0003743,0,PZ38,-14.324,PZ38_Xiao_4
YangServer,1,14.413,56,25.888,55,0.557,53,0.679,58,0.0,1,0.58,25,30.83,54,43.291,72,0.191,45,0.0,1,0.0004466,0,PZ38,-14.413,PZ38_YangServer_1
Chen,5,14.422,57,26.249,56,0.549,55,0.881,17,0.0,1,0.488,65,3.93,23,32.446,61,0.227,27,0.0,1,0.0004553,0,PZ38,-14.422,PZ38_Chen_5
DasARESApo,1,14.44,58,23.409,47,0.617,28,0.815,46,0.0,1,0.593,17,5.61,26,24.777,1,0.191,45,0.0,1,0.0004714,0,PZ38,-14.44,PZ38_DasARESApo_1
RNAComposer,3,14.544,59,26.705,58,0.545,57,0.789,50,-1.0,38,0.492,64,20.18,50,28.897,27,0.148,73,0.0,1,0.0005792,0,PZ38,-14.544,PZ38_RNAComposer_3
RNAComposer,2,14.989,60,25.492,54,0.588,40,0.789,50,-1.0,38,0.541,44,10.65,41,36.41,68,0.176,60,0.0,1,0.001342,0,PZ38,-14.989,PZ38_RNAComposer_2
Ding,1,15.253,61,28.238,60,0.54,58,0.846,38,-1.0,38,0.433,70,9.53,38,32.639,62,0.173,61,0.0,1,0.002152,0,PZ38,-15.253,PZ38_Ding_1
Dokholyan,1,15.615,62,28.048,59,0.557,53,0.669,59,-1.0,38,0.552,41,1.14,9,29.908,37,0.21,36,0.0,1,0.003976,0,PZ38,-15.615,PZ38_Dokholyan_1
Bujnicki,4,15.807,63,23.407,46,0.675,2,0.859,34,0.0,1,0.655,1,1.68,10,27.9,20,0.207,38,0.0,1,0.005423,0,PZ38,-15.807,PZ38_Bujnicki_4
SoutheRNA,2,16.601,64,37.128,64,0.447,65,0.231,67,-1.0,38,0.552,41,124.65,59,30.785,51,0.239,22,0.0,1,0.01759,0,PZ38,-16.601,PZ38_SoutheRNA_2
Bujnicki,5,16.766,65,28.674,61,0.585,42,0.874,33,0.0,1,0.521,50,0.0,1,28.147,22,0.213,33,0.0,1,0.02198,0,PZ38,-16.766,PZ38_Bujnicki_5
SoutheRNA,5,17.98,66,48.338,69,0.372,68,0.072,70,0.0,1,0.518,52,144.7,63,27.884,18,0.187,52,0.0,1,0.09012,0,PZ38,-17.98,PZ38_SoutheRNA_5
Xiao,1,18.089,67,48.494,70,0.373,67,0.277,64,-1.0,38,0.433,70,22.42,52,37.226,71,0.171,62,0.0,1,0.1004,0,PZ38,-18.089,PZ38_Xiao_1
Xiao,3,18.316,68,44.481,66,0.412,66,0.277,64,-1.0,38,0.484,67,6.17,29,36.574,69,0.156,71,0.0,1,0.1243,0,PZ38,-18.316,PZ38_Xiao_3
Xiao,2,19.748,69,43.078,65,0.458,63,0.277,64,-1.0,38,0.545,43,1.68,10,30.645,49,0.167,65,0.0,1,0.3602,0,PZ38,-19.748,PZ38_Xiao_2
Dfold,3,19.824,70,55.139,72,0.36,71,0.154,69,-1.0,38,0.453,68,125.28,60,29.914,39,0.165,68,0.0,1,0.376,0,PZ38,-19.824,PZ38_Dfold_3
Dfold,1,20.279,71,44.655,67,0.454,64,0.222,68,-1.0,38,0.566,30,145.74,64,29.57,33,0.177,57,0.0,1,0.4748,0,PZ38,-20.279,PZ38_Dfold_1
Dfold,2,21.296,72,59.236,73,0.36,71,0.0,71,-1.0,38,0.512,56,150.14,65,30.297,43,0.191,45,0.0,1,0.6922,0,PZ38,-21.296,PZ38_Dfold_2
Dfold,5,21.296,72,59.236,73,0.36,71,0.0,71,-1.0,38,0.512,56,150.14,65,30.297,43,0.191,45,0.0,1,0.6922,0,PZ38,-21.296,PZ38_Dfold_5
Ding,5,23.044,74,44.908,68,0.513,61,0.614,62,-1.0,38,0.508,58,17.37,47,35.1,67,0.177,57,0.0,1,0.9297,0,PZ38,-23.044,PZ38_Ding_5
GeneSilico4,1,3.383,1,3.678,1,0.92,2,0.973,21,-1.0,1,0.894,2,0.35,23,26.708,97,0.636,1,0.0,1,0.0,0,PZ39,-3.383,PZ39_GeneSilico4_1
Chen,1,3.959,2,4.351,2,0.91,8,0.973,21,-1.0,1,0.878,9,0.35,23,17.342,12,0.553,3,0.0,1,0.0,0,PZ39,-3.959,PZ39_Chen_1
SimRNA,3,4.821,3,5.712,3,0.844,44,0.945,44,-1.0,1,0.795,53,94.42,94,20.628,42,0.57,2,0.0,1,0.0,0,PZ39,-4.821,PZ39_SimRNA_3
Chen,2,5.267,4,5.762,4,0.914,5,0.973,21,-1.0,1,0.884,4,0.35,23,16.604,9,0.483,6,0.0,1,0.0,0,PZ39,-5.267,PZ39_Chen_2
GeneSilico3,1,5.447,5,6.106,6,0.892,24,0.973,21,-1.0,1,0.851,20,0.35,23,20.688,46,0.434,21,0.0,1,0.0,0,PZ39,-5.447,PZ39_GeneSilico3_1
DasSWM,5,5.594,6,6.087,5,0.919,3,0.987,1,-1.0,1,0.884,4,2.11,41,13.69,1,0.499,5,0.0,1,0.0,0,PZ39,-5.594,PZ39_DasSWM_5
Szachniuk,1,5.605,7,6.118,7,0.916,4,0.973,21,-1.0,1,0.887,3,7.38,51,20.031,33,0.462,11,0.0,1,0.0,0,PZ39,-5.605,PZ39_Szachniuk_1
SoutheRNA,5,5.61,8,6.818,10,0.823,69,0.915,72,-1.0,1,0.778,66,81.96,87,19.099,20,0.473,8,0.0,1,0.0,0,PZ39,-5.61,PZ39_SoutheRNA_5
GeneSilico1,2,5.919,9,6.62,8,0.894,18,0.987,1,-1.0,1,0.845,28,0.0,1,20.192,36,0.443,17,0.0,1,0.0,0,PZ39,-5.919,PZ39_GeneSilico1_2
GeneSilico2,4,5.959,10,6.689,9,0.891,25,0.987,1,-1.0,1,0.841,31,0.0,1,20.793,49,0.456,13,0.0,1,0.0,0,PZ39,-5.959,PZ39_GeneSilico2_4
Ding,4,6.446,11,7.812,12,0.825,64,0.945,44,-1.0,1,0.766,70,7.73,55,21.338,67,0.502,4,0.0,1,0.0,0,PZ39,-6.446,PZ39_Ding_4
GeneSilico2,2,6.618,12,7.411,11,0.893,20,0.987,1,-1.0,1,0.846,25,0.0,1,20.578,41,0.45,15,0.0,1,0.0,0,PZ39,-6.618,PZ39_GeneSilico2_2
Dokholyan,2,6.779,13,8.206,15,0.826,63,0.855,85,-1.0,1,0.819,42,98.53,96,20.658,44,0.47,9,0.0,1,0.0,0,PZ39,-6.779,PZ39_Dokholyan_2
RNAComposer,4,6.88,14,7.857,13,0.876,34,0.973,21,-1.0,1,0.831,37,15.81,75,21.09,60,0.435,20,0.0,1,0.0,0,PZ39,-6.88,PZ39_RNAComposer_4
DasSWM,2,7.191,15,7.875,14,0.913,6,0.973,21,-1.0,1,0.883,7,2.46,42,16.392,8,0.45,15,0.0,1,0.0,0,PZ39,-7.191,PZ39_DasSWM_2
SoutheRNA,10,7.245,16,8.623,18,0.84,56,0.93,58,-1.0,1,0.795,53,95.27,95,21.151,61,0.454,14,0.0,1,0.0,0,PZ39,-7.245,PZ39_SoutheRNA_10
Ding,1,7.452,17,8.856,22,0.841,53,0.945,44,-1.0,1,0.795,53,8.78,60,19.355,23,0.443,17,0.0,1,0.0,0,PZ39,-7.452,PZ39_Ding_1
DasSWM,3,7.464,18,8.256,16,0.904,10,0.973,21,-1.0,1,0.875,10,4.21,45,16.92,10,0.443,17,0.0,1,0.0,0,PZ39,-7.464,PZ39_DasSWM_3
SimRNA,2,7.507,19,9.11,24,0.824,66,0.886,77,-1.0,1,0.795,53,68.42,80,21.911,75,0.482,7,0.0,1,0.0,0,PZ39,-7.507,PZ39_SimRNA_2
Chen,3,7.649,20,8.497,17,0.9,14,0.987,1,-1.0,1,0.858,14,0.0,1,19.313,22,0.466,10,0.0,1,0.0,0,PZ39,-7.649,PZ39_Chen_3
DasSWM,4,7.893,21,8.828,19,0.894,18,0.987,1,-1.0,1,0.845,28,3.16,44,18.188,15,0.388,38,0.0,1,0.0,0,PZ39,-7.893,PZ39_DasSWM_4
GeneSilico2,5,7.898,22,8.844,21,0.893,20,0.987,1,-1.0,1,0.846,25,0.0,1,22.273,80,0.42,26,0.0,1,0.0,0,PZ39,-7.898,PZ39_GeneSilico2_5
